timestamp_us,theta_rad,alpha_rad,voltage
1772212553603990,0.0,3.1400586728019073,-3.890916149068323
1772212553605987,0.0,3.1385246920140215,-3.890916149068323
1772212553607993,0.0,3.1385246920140215,-3.890916149068323
1772212553610990,0.0,3.1369907112261366,-3.890916149068323
1772212553612989,0.0030679615757712823,3.135456730438251,-3.9685319675687767
1772212553615988,0.006135923151542565,3.132388768862479,-4.037016513304471
1772212553618257,0.007669903939428206,3.1293208072867076,-4.0586361444092685
1772212553620949,0.010737865515199488,3.126252845710937,-3.3622909869209834
1772212553620949,0.01227184630308513,3.1216509033472795,-2.4949777863628615
1772212553620949,0.01687378866674205,3.1185829417715087,-1.9086168828852297
1772212553620949,0.019941750242513337,3.1139809994078513,-1.4180020307547543
1772212553620949,0.02454369260617026,3.109379057044195,-1.0812186896080256
1772212553633139,0.02761165418194154,3.1047771146805374,-0.7898667175925788
1772212553635802,0.030679615757712823,3.100175172316881,-0.5675323249790001
1772212553635802,0.0337475773334841,3.0955732299532235,-0.3984064210611466
1772212553635802,0.03834951969714103,3.090971287589567,-0.3090507544195342
1772212553635802,0.04141748127291231,3.0879033260137954,-0.21056063878498232
1772212553635802,0.044485442848683596,3.083301383650139,-0.1333538108692235
1772212553635802,0.04908738521234052,3.0786994412864814,-0.11406018607049051
1772212553650753,0.0521553467881118,3.074097498922825,-0.06603622878841486
1772212553653542,0.056757289151768725,3.0694955565591684,-0.06855398258325307
1772212553655548,0.059825250727540004,3.066427594983397,-0.038037812140193195
1772212553656549,0.06289321230331128,3.063359633407625,-0.014445731234557724
1772212553661327,0.06596117387908257,3.0602916718318545,0.003771884240186263
1772212553661327,0.0674951546669682,3.057223710256083,0.05662739667754657
1772212553666522,0.07056311624273949,3.0541557486803113,0.0628753081346054
1772212553668526,0.07209709703062514,3.0510877871045405,0.10596133509819505
1772212553669397,0.07363107781851078,3.048019825528769,0.143013467856677
1772212553669397,0.07669903939428206,3.046485844740883,0.13572595617757943
1772212553669397,0.0782330201821677,3.0434178831651124,0.16800571009300558
1772212553676738,0.07976700097005335,3.040349921589341,0.19600848518768066
1772212553676738,0.08130098175793898,3.038815940801455,0.2201221042963929
1772212553683193,0.08283496254582462,3.0357479792256843,0.24137482008242928
1772212553685840,0.08436894333371027,3.0342139984377985,0.2597579956671762
1772212553688846,0.0859029241215959,3.0326800176499127,0.2758632671308284
1772212553690719,0.08743690490948154,3.031146036862027,0.28998229792714975
1772212553692724,0.08897088569736719,3.029612056074141,0.3023671732370716
1772212553694729,0.08897088569736719,3.0280780752862553,0.35204413142569313
1772212553698741,0.09050486648525283,3.0265440944983704,0.3570211696992107
1772212553700873,0.09203884727313846,3.0250101137104846,0.361373646459363
1772212553704017,0.09203884727313846,3.0234761329225988,0.40398964950650007
1772212553706017,0.09203884727313846,3.021942152134713,0.4415648730345373
1772212553707018,0.09357282806102411,3.021942152134713,0.43595096367670066
1772212553707018,0.09357282806102411,3.020408171346827,-0.9775418098339543
1772212553707018,0.09357282806102411,3.020408171346827,-0.9476712594896339
1772212553716512,0.09357282806102411,3.020408171346827,-0.921314886558731
1772212553718516,0.09357282806102411,3.0188741905589422,-0.8979846215799115
1772212553719517,0.09357282806102411,3.0188741905589422,-0.8774664742797643
1772212553719517,0.09357282806102411,3.0188741905589422,-0.8593620658365011
1772212553719517,0.09357282806102411,3.0173402097710564,-0.8433050138480864
1772212553728263,0.09510680884890975,3.0173402097710564,-0.8680206560800949
1772212553731269,0.09510680884890975,3.0158062289831706,-0.8509304279391887
1772212553733158,0.0966407896367954,3.0158062289831706,-0.8747422098442438
1772212553736502,0.0966407896367954,3.014272248195285,-0.856848199014993
1772212553738505,0.09817477042468103,3.014272248195285,-0.8799568912934752
1772212553741511,0.09817477042468103,3.012738267407399,-0.8614373838266113
1772212553743313,0.09970875121256667,3.0112042866195132,-0.8838908935363375
1772212553746319,0.09970875121256667,3.0112042866195132,-0.8649970619283979
1772212553747320,0.10124273200045232,3.0096703058316283,-0.8870214911603385
1772212553751524,0.10277671278833796,3.0081363250437425,-0.9064421549695953
1772212553753833,0.10277671278833796,3.0066023442558567,-0.8847580877731726
1772212553754885,0.1043106935762236,3.0066023442558567,-0.9045498247846031
1772212553758110,0.10584467436410924,3.005068363467971,-0.9218872217743865
1772212553761117,0.10737865515199488,3.003534382680085,-0.9371731272608299
1772212553762117,0.10891263593988053,3.0020004018922,-0.9506492554323789
1772212553765989,0.11044661672776616,3.0004664211043144,-0.962528781307379
1772212553768377,0.1119805975156518,3.0004664211043144,-0.9731412981847904
1772212553771121,0.11351457830353745,2.9989324403164286,-0.9823659604144259
1772212553773279,0.11504855909142309,2.997398459528543,-0.9904939926569586
1772212553776278,0.11658253987930872,2.995864478740657,-0.9976545910575102
1772212553777278,0.11811652066719437,2.994330497952771,-1.0039616902000412
1772212553780632,0.11965050145508001,2.9927965171648863,-1.009515772324035
1772212553783631,0.12118448224296566,2.9927965171648863,-1.014558668592573
1772212553786392,0.1227184630308513,2.9912625363770005,-1.0188569643775136
1772212553789029,0.12425244381873693,2.9897285555891147,-1.0226381912566405
1772212553791271,0.12732040539450823,2.988194574801229,-1.0647711637370503
