timestamp_us,lin_m,lin_b
1777478575188462,387882.0655794595,-13547.651734421243
1777478575198462,376149.61157538294,-13780.516937943517
1777478575208461,337664.0216513633,-13992.672619875148
1777478575218454,309083.3839169462,-14158.784844879427
1777478575228448,378451.5062942851,-14124.605638003077
1777478575238460,356784.08018584887,-13895.05357328007
1777478575248455,376553.61328924296,-13530.771007962028
1777478575258461,381391.92093408684,-13062.673325172742
1777478575268461,354188.19562360726,-12665.299894351125
1777478575278462,389976.6798462493,-12106.254530978926
1777478575288460,362255.7634953699,-11732.767125185484
1777478575298461,368544.3865666723,-11175.095891435738
1777478575308461,280881.5066794837,-10686.1461947085
1777478575318462,293699.49800952437,-9715.43184002086
1777478575328462,284001.46528455283,-8733.754253163854
1777478575338462,236827.1044608373,-7780.497565016669
1777478575348462,225663.68130917987,-6830.853640015741
1777478575358462,187194.53971028916,-5839.58996716435
1777478575368462,154463.91118491063,-4843.385052194222
1777478575378462,129933.21283560278,-3846.995620734247
1777478575388462,94620.33450444264,-2734.718313862235
1777478575398460,72933.24462462527,-1826.0050564909823
1777478575408459,53189.45978853967,-1122.0605581937841
1777478575418462,33004.0926518099,-543.6998928123825
1777478575428459,18319.58324599238,1.5287155159075028
1777478575438462,1228.955388709193,492.75777146072886
1777478575448462,-14817.71436404956,1105.8125225642636
1777478575458461,-32411.257927252653,1776.3164093402122
1777478575468462,-53839.58022387632,2342.9284007308574
1777478575478458,-71539.41817923494,2886.111796922541
1777478575488460,-89792.9488359617,3153.407963977494
1777478575498458,-90077.00399036404,3361.7476751386776
1777478575508422,-119096.25230411769,3187.754024935461
1777478575518462,-63047.20427564618,3661.119557362742
1777478575528462,-67070.32787030902,3477.0080058491158
1777478575538462,-63898.700343452285,3262.384671611808
1777478575548462,-65016.79570945363,3092.439645273855
1777478575558461,-56653.111668949576,2800.145282416799
1777478575568462,-49727.77064106725,2454.8285863606043
1777478575578460,-36712.875678050645,2087.9469607617925
1777478575588457,-38529.18676207213,1637.3141461711498
1777478575598447,-30955.85568500047,1366.6564705803303
1777478575608458,-20437.08415023596,1112.6430736091427
1777478575618456,-16310.18420142597,794.6858618278899
1777478575628460,-7096.552734412094,558.2420816642001
1777478575638461,-789.6249843631296,309.75754137076126
1777478575648462,7007.16073671718,88.2196831270209
1777478575658459,15872.721136296974,-255.70048373109606
1777478575668462,28557.230077223932,-643.960159749974
1777478575678457,44967.70034587678,-1028.717598531775
1777478575688461,54278.57636141115,-1388.2543032469957
1777478575698454,65688.97453279703,-1734.9927877781993
1777478575708462,77464.60942992044,-2117.637626685723
1777478575718460,75508.4005251185,-2523.5486452331975
1777478575728460,101224.97433005268,-3072.8935939118155
1777478575738461,119716.6523653364,-3728.550426964855
1777478575748462,143647.4780663143,-4443.497991702726
1777478575758460,136116.7877107045,-5123.9867864037815
1777478575768457,169781.4849262018,-5729.027485357736
1777478575778454,208450.29599241473,-6195.385765356894
1777478575788455,200799.7191837411,-6648.267516070082
1777478575798459,242726.23521224776,-7092.437893255812
1777478575808462,261555.84842246497,-7560.99091009281
1777478575818462,243332.62725986255,-8008.110949213089
1777478575828461,246475.0284496043,-8435.697276966732
1777478575838461,269152.0661259328,-8740.51659716216
1777478575848462,249035.5458448743,-9055.392196027396
1777478575858462,299627.8135572423,-9430.758174051225
1777478575868460,266645.37861685734,-9992.075944879702
1777478575878460,292168.0748575368,-10527.345529484968
1777478575888462,324096.83345721645,-10987.009102612239
1777478575898458,310599.61025231273,-11427.063220224818
1777478575908461,359164.9604887898,-11799.97351261442
1777478575918457,383344.40354262275,-12139.91000009428
1777478575928459,404063.61080344714,-12480.21119666868
1777478575938460,376763.5367220826,-12889.080579921203
1777478575948457,370013.30859593645,-13238.593936165358
1777478575958459,451908.06896413147,-13283.29399630604
1777478575968406,499074.20886394073,-13303.95114276473
1777478575978454,433251.07639999624,-13397.372607809091
1777478575988462,325032.6284048834,-13580.165695475569
1777478575998460,388157.70988320594,-13632.358380995009
1777478576008439,323034.42603861477,-13790.114510862284
1777478576018440,351453.9895832076,-13845.559020717797
1777478576028459,385639.28013191547,-13623.157186550676
1777478576038461,438091.5832881315,-13459.622447925442
1777478576048454,402603.35620024643,-13267.41576014702
1777478576058459,399298.08630346606,-12968.283526068763
1777478576068458,394727.6292438629,-12548.012389747679
1777478576078460,353519.4866826402,-12154.975426702864
1777478576088461,356888.3835006202,-11612.821724273364
1777478576098455,313585.03867118515,-11160.831384411063
1777478576108462,357439.8337877975,-10569.675441509367
1777478576118462,335770.351244703,-10097.899002333183
1777478576128461,310084.574094663,-9575.325629130451
1777478576138458,242047.07093835218,-8761.887046926015
1777478576148462,224919.4738235198,-7794.839566506957
1777478576158461,190007.00351826518,-6791.43545988693
1777478576168462,178917.05023582603,-5748.341259508802
1777478576178460,140927.1062796467,-4633.746466332829
1777478576188462,112956.25649850165,-3515.0360256346394
1777478576198462,80288.65338876811,-2442.210579306481
1777478576208461,68036.06211046717,-1672.3173036006917
1777478576218462,38561.80479390378,-709.3886934443307
1777478576228462,14469.567614354104,188.50105253994317
1777478576238462,-12418.864800290568,1090.5646261693964
1777478576248462,-34764.90470843383,1819.9856421783809
1777478576258462,-55671.83485793703,2297.808718942878
1777478576268462,-61035.463175365825,2897.435615971034
1777478576278462,-80976.40900284168,3210.383461497585
1777478576288460,-109504.76504338042,3263.1031469315235
1777478576298461,-62535.79640919131,3629.477201861079
1777478576308458,-59265.2559044282,3399.2174220176835
1777478576318453,-53829.8375442015,3184.3114647471207
1777478576328461,-65250.54844072932,2856.0993903930134
1777478576338461,-51894.73707892101,2584.642859525463
1777478576348459,-47607.78491144492,2223.2521413349637
1777478576358460,-41442.46147639399,1973.9226685843757
1777478576368458,-40020.39059755096,1882.4471874721419
1777478576378454,-36580.273278059874,1758.1220073256457
1777478576388455,-37719.496173354346,1581.0864017476945
1777478576398458,-31781.368702050073,1417.5764623140942
1777478576408462,-31760.874357275996,1222.247054731258
1777478576418457,-22406.168383650827,1055.6500267162971
1777478576428433,-16680.09544579452,825.4918579615415
1777478576438456,-8190.4739466578485,605.7193543539173
1777478576448460,-2193.0081791679686,328.2362352335558
1777478576458462,1548.0118871379796,206.4806079024793
1777478576468453,8537.919343667287,46.58023506914312
1777478576478458,23572.24347815776,-434.6540228333797
1777478576488462,39720.34935577854,-1006.3772470069108
1777478576498457,52815.761530568314,-1391.4375465724725
1777478576508455,61305.8751017135,-1632.6393119029185
1777478576518461,67579.67888655416,-1892.490827473672
1777478576528461,82723.37189918972,-2238.711330712458
1777478576538459,95140.75301976301,-2732.932575908543
1777478576548458,106453.50691177373,-3257.750533265961
1777478576558458,127924.88231784054,-3774.1665091168293
1777478576568462,130235.44942854707,-4243.850504707136
1777478576578462,151709.7589949523,-4749.395258285132
1777478576588460,203137.0325250818,-5359.66417931433
1777478576598462,191847.62451518784,-5934.448269903815
1777478576608462,204041.3131597046,-6558.601574094719
1777478576618458,228874.5216773046,-7179.9514031136105
1777478576628461,250246.31410371026,-7736.246376706825
1777478576638461,251028.89159803183,-8242.150807212172
1777478576648462,257248.99745996628,-8661.268891419919
1777478576658461,285934.8058047838,-9088.847705658458
1777478576668462,270525.0292659757,-9540.668264710319
1777478576678462,321329.4308084775,-10054.613323089763
1777478576688462,333797.9617803741,-10542.625696773552
1777478576698461,311664.8438898305,-11012.031404524285
1777478576708461,340055.04576132837,-11417.441299987457
1777478576718460,318059.4365509736,-11876.638111119475
1777478576728462,349933.4273699293,-12475.074969330291
1777478576738461,387401.43842636736,-12948.113997253395
1777478576748458,410621.0970189827,-13300.086907814362
1777478576758460,411722.0258630769,-13546.039350273153
1777478576768461,353663.16803887085,-13871.030479647365
1777478576778449,433084.8793273938,-14074.4772560154
1777478576788460,387985.8910271409,-14406.162139568632
1777478576798458,423476.43521214434,-14560.159087812133
1777478576808430,498643.40518006217,-14632.045169843313
1777478576818456,358541.72026893526,-14616.222224832305
1777478576828454,373939.1921219284,-14596.157870211686
1777478576838440,523563.760972822,-14435.626595083151
1777478576848461,590170.051190417,-14279.541779336374
1777478576858458,473118.9554666377,-14234.721710124173
1777478576868460,456374.7393620231,-14113.199271083977
1777478576878460,393567.0785648947,-13896.665940764093
1777478576888462,405858.6192729238,-13635.647505725618
1777478576898457,411740.62779347866,-13336.693833904941
1777478576908460,379973.7855387356,-13074.578123414329
1777478576918462,399718.5742251551,-12653.939017834013
1777478576928460,406613.1382088159,-12085.663446347267
1777478576938460,374474.6925816515,-11506.245484900312
1777478576948461,315176.8820254578,-10918.715548535603
1777478576958462,325424.85669447365,-10246.134573420071
1777478576968462,277763.4036109985,-9406.405093360154
1777478576978462,251744.1536475631,-8498.839206944134
1777478576988460,236310.26212105696,-7536.843183715266
1777478576998462,186885.41596912086,-6621.957423804798
1777478577008461,173415.71962812074,-5526.016483950255
1777478577018462,140911.35115847705,-4068.4913167145496
1777478577028462,85730.91264187777,-2266.2232509583005
1777478577038462,46169.11804636318,-753.3010075133316
1777478577048462,8251.746892692356,477.39164124502037
1777478577058462,-26168.653510706685,1689.9596282476896
1777478577068462,-65595.12416548192,2871.296951099412
1777478577078462,-86117.38821797112,4045.6132070303925
1777478577088462,-142089.60319394586,4611.937558591674
1777478577098448,-149638.54736839866,4623.7072028663415
1777478577108462,-68598.42663782097,5306.1104373790995
1777478577118461,-75578.3058089002,4957.485961697515
1777478577128462,-89104.23830508125,4495.117403328176
1777478577138460,-86173.8353156761,3994.5121986113004
1777478577148461,-78772.48228637714,3692.410731263393
1777478577158456,-57379.29277059929,3592.475790980754
1777478577168461,-69292.52840810399,3444.184171204789
1777478577178461,-69918.33866086586,3271.4786427597987
1777478577188452,-74718.94074691711,3089.412327691009
1777478577198452,-66839.11428340849,2904.394730979553
1777478577208455,-59948.909844043206,2756.817668335594
1777478577218462,-74578.24065808546,2547.042470146112
1777478577228458,-75270.11295975935,2445.487471147393
1777478577238453,-74366.29602454366,2323.542322634194
1777478577248457,-81537.66453360663,2226.4440507028207
1777478577258432,-85543.16414444348,2128.3508362305365
1777478577268459,-63032.12252652193,2161.322829347523
1777478577278462,-60923.79562508143,1942.9863130160866
1777478577288459,-46087.53278973092,1733.102357219045
1777478577298456,-40042.73168504701,1483.2355002621657
1777478577308461,-27392.713205328095,1300.0189515820493
1777478577318461,-23319.422463406354,1020.7185508557989
1777478577328458,-7785.08721057225,588.9161074180732
1777478577338459,5697.917986225347,205.9928579021001
1777478577348462,20012.559454281138,-250.99345196327263
1777478577358462,34072.85103260898,-762.9134784140219
1777478577368462,54400.28878713847,-1386.0377573388002
1777478577378461,73432.16840552565,-2054.2289957282796
1777478577388460,100504.24769094361,-2830.1853391555715
1777478577398462,108388.85016825752,-3522.9194869023036
1777478577408460,146502.8871271701,-4165.590432448199
1777478577418462,164420.46580709322,-4690.008258960311
1777478577428459,172057.59047559634,-5213.922742465678
1777478577438460,179406.52261764114,-5797.404194163291
1777478577448462,189557.48907877845,-6431.521493305964
1777478577458461,231112.40689900616,-7165.483908401039
1777478577468459,257481.53633947967,-7811.904836758804
1777478577478460,270693.10088725266,-8479.721862472457
1777478577488456,299655.34904515673,-9265.774427389197
1777478577498462,322498.2221125887,-9905.105542806738
1777478577508457,342423.38520271756,-10427.486437069585
1777478577518461,347261.42973730847,-10914.122156608224
1777478577528462,354847.96479779645,-11505.26716333225
1777478577538459,385862.45177614014,-12139.062962262899
1777478577548457,387086.33926921466,-12711.515251959276
1777478577558461,376271.3403882807,-13201.903172649181
1777478577568461,409111.17659765,-13614.590022378605
1777478577578462,444020.326756091,-13908.092228090498
1777478577588462,523759.4354241712,-14147.965549474744
1777478577598461,524032.4271514103,-14499.45269602783
1777478577608457,460303.07171313424,-14966.297965699161
1777478577618462,417670.42849808023,-15461.837727959251
1777478577628462,501761.1499338145,-15780.895661786693
1777478577638462,477928.0596539464,-16081.237602299201
1777478577648459,470580.9714577078,-16328.006102731151
1777478577658448,535177.8191769002,-16509.949954121676
1777478577668459,487928.2110258904,-16696.20192778681
1777478577678455,524730.7998195465,-16878.617928940006
1777478577688459,505506.6508334301,-17054.013151361527
1777478577698461,584195.9847586687,-17132.907488373912
1777478577708453,484842.4796555144,-17360.122128380055
1777478577718441,511592.23510747356,-17470.44881433115
1777478577728435,551184.2494536679,-17499.10464687225
1777478577738455,471752.69514689094,-17646.820765443383
1777478577748453,402126.7096383937,-17380.031823026122
1777478577758461,457310.0076275906,-17093.45735664385
1777478577768460,513778.10075313173,-16747.07311575535
1777478577778455,509910.0717875188,-16423.218290808934
1777478577788460,471574.5196464612,-16246.832971786373
1777478577798462,544298.2607094658,-15882.893057054847
1777478577808462,471057.01886810485,-15669.473709666341
1777478577818459,426661.7512887546,-15327.938937754372
1777478577828456,449612.1317819352,-14999.524022062411
1777478577838460,530236.419629736,-14608.614573823537
1777478577848462,458252.9169250806,-14356.244883453304
1777478577858462,453248.4784073992,-13982.32487130637
1777478577868461,428334.5411890409,-13725.596336624902
1777478577878462,387159.16450198035,-13330.372603855078
1777478577888458,404841.2662407615,-12707.390147695694
1777478577898462,422839.75625196926,-12121.973994376905
1777478577908459,362154.9078716651,-11684.037751516285
1777478577918461,365379.0354357702,-11124.11247127399
1777478577928449,352682.62603967864,-10560.233855676115
1777478577938462,316140.4118561466,-9876.347653237724
1777478577948462,288943.1946352009,-9249.261430272878
1777478577958459,313466.9212035535,-8648.803218744633
1777478577968461,241046.0917748496,-8129.350323806874
1777478577978462,220733.53192102016,-7565.437027920791
1777478577988462,212993.65696961604,-6889.786993012468
1777478577998460,198602.7162461232,-6179.253982564932
1777478578008454,175443.3424771871,-5493.778540985801
1777478578018462,180743.3025557656,-4831.215753481154
1777478578028462,137779.20007340834,-4218.450313064092
1777478578038461,125263.78164116909,-3539.65334763147
1777478578048462,104633.34446274725,-2869.5104161112067
1777478578058461,79328.55044298933,-2330.801808021843
1777478578068461,81844.64357649992,-1886.5688478909276
1777478578078458,69416.30269664696,-1450.157498030995
1777478578088462,44209.499671869264,-925.676509605388
1777478578098459,37215.91057829232,-593.414497473939
1777478578108460,27445.505237448717,-254.69314647954442
1777478578118461,20986.72931403731,-70.32398827578938
1777478578128454,12185.706640383125,271.909141207287
1777478578138461,4550.154726970971,588.5408376153387
1777478578148450,-3278.0338515173057,710.6717072574438
1777478578158457,-7024.925957511249,914.6826771742253
1777478578168451,-10667.219410532289,1013.4586928700527
1777478578178435,-8689.135696557358,847.2419010345059
1777478578188459,-8431.406986516322,1115.6488959330748
1777478578198462,-7906.251078887435,934.9100776508029
1777478578208461,2514.2113638401424,604.1494737466778
1777478578218462,11351.626123609729,183.58749501314185
1777478578228458,24127.662493411117,-271.31579711117325
1777478578238462,32298.389971047443,-588.1751890043416
1777478578248461,41127.300292086315,-915.8935693492582
1777478578258460,53035.268413322,-1332.2835725197838
1777478578268461,72010.07012086007,-1856.5777007846864
1777478578278460,82186.60173428156,-2303.049971910336
1777478578288459,93106.90725323162,-2747.7739024010325
1777478578298457,112723.26006403573,-3207.007640064408
1777478578308462,125870.61813445234,-3655.5405545834683
1777478578318461,150265.23263183873,-4000.2548553742777
1777478578328458,147324.68335720347,-4374.466317286053
1777478578338462,160179.6707824643,-4978.6706648592335
1777478578348462,193038.86654099997,-5720.570452598334
1777478578358462,205330.9811242779,-6513.7102475326865
1777478578368460,239013.59265371153,-7140.003489777791
1777478578378455,259237.45570738122,-7656.734443304061
1777478578388462,253064.79837331316,-8269.06901275604
1777478578398458,277754.53913284116,-8824.686454235216
1777478578408461,299173.6111921854,-9406.327579349481
1777478578418462,321761.243125043,-9920.034867359162
1777478578428461,292391.04218914174,-10492.437284551637
1777478578438461,386220.86638029356,-11052.489963229316
1777478578448461,385869.829658596,-11617.279534060332
1777478578458462,369239.0679144743,-12214.992135320426
1777478578468458,444148.13059625594,-12696.097715832262
1777478578478462,395835.7311580903,-13165.33505043069
1777478578488462,445369.9206467808,-13389.631247077186
1777478578498462,540581.1557354593,-13562.947855530556
1777478578508454,517743.93341218506,-13744.00107203504
1777478578518459,506185.9212096784,-13938.285470361934
1777478578528459,477703.1760107064,-14324.421825518266
1777478578538461,448808.15513401834,-14814.025305228111
1777478578548461,454905.096853424,-15212.296841900888
1777478578558460,441308.54705895355,-15535.881329206519
1777478578568458,444420.2765713648,-15826.306720198763
1777478578578459,502368.61925454444,-15999.060682379544
1777478578588454,469586.5613242701,-16271.147492069987
1777478578598454,441917.64619648544,-16552.46005331289
1777478578608457,415339.798698042,-16783.50611423751
1777478578618461,486686.4543438358,-16914.566564128898
1777478578628462,428383.3902558166,-17150.967543889954
1777478578638462,474914.81324861705,-17305.624575323553
1777478578648460,570241.6342344624,-17379.91863501895
1777478578658461,615496.4780953685,-17473.76626205127
1777478578668461,516095.7941355483,-17542.41641048476
1777478578678460,466971.96637380245,-17522.511898539284
1777478578688461,405614.284997171,-17743.85356016979
1777478578698457,364971.3557185079,-17896.571866057737
1777478578708409,490679.29163833935,-17921.733463365374
1777478578718448,654063.3801369737,-17625.02213626513
1777478578728462,662157.842755234,-17490.113344178353
1777478578738447,567764.7879427571,-17437.882025419007
1777478578748457,558003.4342365225,-17287.583591534698
1777478578758462,555583.5858599494,-17017.48994028739
1777478578768456,529525.1357576224,-16905.16079282213
1777478578778462,558576.3453353588,-16550.497708693634
1777478578788461,481123.15928904363,-16129.902267340009
1777478578798462,484972.3104673566,-15453.68232942461
1777478578808462,476589.77961686935,-14679.581574159545
1777478578818461,404813.25256915425,-13938.327996768683
1777478578828462,448395.5009254463,-13145.196480512788
1777478578838461,323548.305123905,-12474.839011974696
1777478578848462,376309.5656695281,-11804.336001977126
1777478578858457,289409.4021518089,-11136.268254106415
1777478578868460,310895.2033986979,-10394.356303967978
1777478578878462,294546.3772884698,-9448.35402818991
1777478578888457,257441.06788712065,-8554.935518567881
1777478578898462,262727.2791751346,-7506.866419242879
1777478578908462,225468.70660379934,-6528.133055018097
1777478578918462,189295.1967482485,-5594.024869100563
1777478578928461,153860.20084093843,-4573.9593965648955
1777478578938462,123722.98673571307,-3465.0460483290894
1777478578948462,101281.15350247834,-2481.014276727076
1777478578958462,74095.68989947073,-1618.4233700406219
1777478578968462,55545.21872832337,-1011.9577865157181
1777478578978462,54320.099958560706,-828.1437538494923
1777478578988455,28585.786632234944,-262.54816244628273
1777478578998462,12856.009504710855,359.6697880158192
1777478579008462,-9896.307348404327,1180.0201330383497
1777478579018458,-33145.92748651004,1671.1332468980656
1777478579028454,-41113.71525819455,2351.8253723077046
1777478579038462,-58681.52640417265,2598.6163322835027
1777478579048449,-64959.598755024934,2239.118587863354
1777478579058447,-22386.20825545657,2765.3126756581314
1777478579068456,-68733.58309788443,2613.334269787453
1777478579078441,-69874.91930208424,2640.7398756271555
1777478579088436,-50590.933631636966,2686.69637518418
1777478579098454,-62370.035238183445,2664.464818250405
1777478579108462,-41030.913893742145,2033.973971609946
1777478579118462,-18235.17090381185,1121.0087246508292
1777478579128462,2160.56647050173,405.04081771082036
1777478579138458,15737.750993372529,-149.8562092361746
1777478579148461,30033.52046243504,-629.6817395867184
1777478579158461,40412.42824091133,-1046.5984800953054
1777478579168457,54726.098752290294,-1368.5962201853836
1777478579178460,58105.34898079975,-1519.261769060721
1777478579188451,67894.98835628752,-1710.1427461919593
1777478579198456,72715.52451647291,-1957.9720010502383
1777478579208459,85065.55934163262,-2205.3356648796603
1777478579218460,100355.37299388874,-2431.295804375819
1777478579228462,101331.1382308842,-2636.611009759878
1777478579238461,109870.45491152852,-2857.4446947897045
1777478579248462,117657.92730330925,-3219.4708758733022
1777478579258458,126926.51024197915,-3772.1864598564
1777478579268462,127953.89039427902,-4425.245436867957
1777478579278462,150351.27139447074,-5166.126408492414
1777478579288462,164697.00101329765,-5801.389420637439
1777478579298462,193674.68090311074,-6382.329758500503
1777478579308461,238310.55204941513,-6841.928078807769
1777478579318462,254593.34576483397,-7331.002054098094
1777478579328460,273255.0434258226,-7752.669197451823
1777478579338462,254908.7289371787,-8214.641705351054
1777478579348461,269747.06611622614,-8716.808284127776
1777478579358462,257852.3452903768,-9250.082255598207
1777478579368455,299213.39457949507,-9693.361518549134
1777478579378462,312712.0233355762,-10133.985568054055
1777478579388460,285287.77178995445,-10691.303290979557
1777478579398462,306522.04271784914,-11210.270828328203
1777478579408461,323449.0572081678,-11671.41034548925
1777478579418462,341995.38274620695,-12030.75320346094
1777478579428462,365641.0563530943,-12396.014352097185
1777478579438461,397808.5363805092,-12751.646922108526
1777478579448461,430670.70646259206,-13097.376592428618
1777478579458453,419754.0179464134,-13422.931370223367
1777478579468462,397254.77858440473,-13791.013248876305
1777478579478461,427039.7540989878,-14059.236315662876
1777478579488459,471727.22619236575,-14374.338243432323
1777478579498462,467944.64311219635,-14766.522520941095
1777478579508449,478868.5658965178,-15045.28314920259
1777478579518382,535457.0508158861,-15117.084649876506
1777478579528439,525284.980495112,-15134.407207840595
1777478579538453,506201.78444897395,-15209.240232220054
1777478579548451,544442.0463939722,-15301.7162258985
1777478579558446,447136.02245913586,-15521.108994995202
1777478579568448,441367.2376045361,-15582.204889179586
1777478579578450,544078.6493750633,-15382.13264250008
1777478579588461,700580.5465129032,-14976.222492045075
1777478579598440,573017.839126121,-14864.72015092014
1777478579608456,523916.7622378725,-14837.720272160208
1777478579618458,577018.7557952545,-14552.786318663884
1777478579628462,470080.8118337029,-14435.576528709273
1777478579638455,432227.42268236255,-14041.546613801249
1777478579648460,418332.85409561114,-13318.505844627627
1777478579658460,371144.4037282754,-12542.375827902271
1777478579668462,325763.09737069794,-11551.028106980328
1777478579678461,285234.19183618954,-10570.06490344917
1777478579688461,292891.15480522317,-9537.970329433476
1777478579698462,269839.9960408824,-8596.753742269271
1777478579708460,235307.42411836816,-7633.508181492185
1777478579718462,185661.15543447755,-6566.095830359861
1777478579728462,161511.7919942866,-5339.367527026949
1777478579738462,130650.90468079691,-4060.0534360436745
1777478579748459,100866.95071935315,-2883.890300638261
1777478579758462,70866.23203587218,-1722.135588876883
1777478579768462,45495.21100561091,-749.7347173593433
1777478579778461,19429.320996504655,84.30450552148044
1777478579788460,-4331.0203796611895,887.3822103906066
1777478579798460,-26866.505640922693,1618.4193444285618
1777478579808462,-42709.379514462875,2400.623520387069
1777478579818462,-69044.98975203467,2935.450463084937
1777478579828461,-92779.39789086187,3467.071635359532
1777478579838461,-109401.38152644667,3769.067047812756
1777478579848459,-50273.51581563579,4207.970340180255
1777478579858417,-40555.50855627725,4174.801290329043
1777478579868456,-119038.35460253993,3813.0776226155103
1777478579878456,-138848.72951786206,3627.1794529464023
1777478579888460,-82143.78940516947,4007.987595954194
1777478579898457,-76794.35280691319,3668.1350449245037
1777478579908459,-76910.30698983549,3255.4421894595725
1777478579918459,-58436.751669871664,2774.892358241839
1777478579928462,-52273.68945549411,2277.4079610511444
1777478579938461,-44420.372257387,1886.5980926146667
1777478579948462,-40056.84267032942,1541.4419099543452
1777478579958461,-28991.568451796367,1274.534225445505
1777478579968461,-28841.273659116214,1077.7267955325663
1777478579978461,-23063.610316765054,924.069142642006
1777478579988459,-19592.891822023765,783.3192743897466
1777478579998462,-13587.62024061235,685.5247389808508
1777478580008459,-3567.675460677489,466.2876920085009
1777478580018460,10103.626492100608,23.837628838251717
1777478580028462,19398.807228792826,-328.845882102687
1777478580038455,31116.033110387245,-666.3762655370099
1777478580048462,40983.060438619046,-1004.9409826035171
1777478580058462,64094.45387487359,-1507.7829101091038
1777478580068461,65780.61325870846,-2068.3389962820193
1777478580078459,87737.41512017528,-2743.1418193079166
1777478580088459,96691.18452528748,-3309.3547097536916
1777478580098457,134849.63999479523,-3922.300190437669
1777478580108461,147718.63863790318,-4509.46562562677
1777478580118462,131621.79406988778,-5161.838916382317
1777478580128460,179127.7418933201,-5723.9753113469005
1777478580138460,202276.51673615698,-6317.6771128666
1777478580148462,211000.75348759646,-6848.412670298729
1777478580158462,215154.3465854294,-7369.0796802136865
1777478580168462,245315.27539031234,-7772.30668023655
1777478580178460,267906.3422227326,-8099.069435349464
1777478580188459,284285.30024218874,-8474.82061908406
1777478580198460,278753.06915225653,-8862.769589685857
1777478580208460,263828.8223617566,-9395.765711429214
1777478580218460,276472.62526721397,-10064.775793287194
1777478580228462,317645.7366179997,-10702.494342965085
1777478580238461,362616.34280705027,-11205.602774572526
1777478580248462,373203.1185874707,-11676.005767143424
1777478580258458,293203.1535001979,-12160.203814788572
1777478580268458,350211.0026623301,-12465.702125364929
1777478580278459,358176.51085797267,-12853.109467451173
1777478580288454,357756.90686472575,-13119.975500001527
1777478580298462,443302.09404772357,-13200.339565800185
1777478580308436,541437.5867731326,-13220.11630199952
1777478580318384,551337.3090970173,-13313.54333915928
1777478580328461,420584.3659021198,-13385.401063827787
1777478580338460,299554.4871043495,-13564.064577004594
1777478580348457,341321.36689951015,-13639.743609888486
1777478580358452,304163.9437246895,-13778.365226131164
1777478580368452,327994.724491186,-13792.870429195276
1777478580378461,422271.03047570493,-13468.383958934784
1777478580388458,408039.36366121506,-13280.458160067119
1777478580398462,380166.78127058595,-13021.567971187891
1777478580408461,377534.7127938013,-12722.437757812844
1777478580418459,455232.52014408057,-12397.511864680146
1777478580428456,397018.8986034157,-12226.2730798047
1777478580438457,367251.4006692033,-11992.540455849728
1777478580448459,324637.4531678481,-11565.595350418977
1777478580458462,324260.33496003295,-10776.185850705584
1777478580468461,294497.87891444145,-9797.26614342427
1777478580478462,298178.4409498293,-8834.555761252486
1777478580488462,220454.79326538823,-7813.092816514146
1777478580498461,202816.73342104864,-6874.874826083864
1777478580508460,215173.31293915954,-5975.829552096346
1777478580518459,143075.22042310613,-5179.794364172407
1777478580528462,150151.85354912572,-4157.751845967581
1777478580538462,107678.39988246259,-2966.9372415799303
1777478580548461,71798.10392836032,-1856.4972698854533
1777478580558460,40947.09156799167,-792.6694102718917
1777478580568460,21248.189456711574,-5.843573894466106
1777478580578462,-3535.7359412562123,820.964745238246
1777478580588461,-27671.848044462346,1529.9807540621823
1777478580598460,-43098.68782267218,2266.9403101443736
1777478580608462,-59090.22246088566,2676.068058624821
1777478580618458,-76254.61813942018,3119.57835647883
1777478580628462,-86953.77395940699,3515.4423825411027
1777478580638455,-98150.31742608293,3761.7293168902634
1777478580648460,-108694.12999310589,3881.971255743197
1777478580658447,-118750.64947014586,3993.2722351884695
1777478580668460,-124035.65309715095,3958.049726468761
1777478580678462,-88802.96421092766,4255.7366641766885
1777478580688462,-87469.7669798851,3920.0020193734613
1777478580698461,-88519.4130843582,3542.251789006365
1777478580708461,-76669.47039652625,3144.768845914742
1777478580718461,-69343.41996988168,2658.332483583126
1777478580728461,-43526.40023727013,2197.77423524208
1777478580738462,-37042.402919423075,1629.7569713193366
1777478580748454,-28732.17837983504,1159.7868276722322
1777478580758462,-13061.638655943716,734.5906930772446
1777478580768460,-2045.2151007650084,353.97737286653313
1777478580778453,7227.272048994447,51.322214712645525
1777478580788461,17052.70313178417,-288.57607870878957
1777478580798462,30037.971756184284,-696.3897044050141
1777478580808457,41004.42996661035,-1128.5142365330607
1777478580818461,52190.77929193072,-1480.4242449114154
1777478580828462,66288.57458851542,-1819.4582088722184
1777478580838462,82637.98550735392,-2161.189980258294
1777478580848462,96495.29003756739,-2476.061963154886
1777478580858458,100762.29478031055,-2837.368360914333
1777478580868462,105748.53588651906,-3323.7974481358215
1777478580878461,123742.77417770815,-3950.4609259712065
1777478580888462,143309.79176231433,-4454.083505842479
1777478580898460,161223.30988494406,-4925.484757866138
1777478580908461,157478.16331981102,-5459.923349261159
1777478580918461,191722.38039192086,-6121.358073688394
1777478580928459,220853.73114803853,-6800.609744327419
1777478580938460,223522.36092881305,-7360.081858914477
1777478580948461,267615.9569843195,-7831.179177121924
1777478580958461,253661.1356042477,-8350.15527784917
1777478580968461,257074.6230527435,-8831.894245775602
