timestamp_us,lin_m,lin_b
1777478673688459,-51043.6747339051,2963.8664762839185
1777478673698462,-58996.023379273836,3081.1902538753384
1777478673708459,-53309.86102248749,2864.774901988599
1777478673718455,-52853.56172455127,2563.9095370971913
1777478673728444,-48717.361092461586,2300.3712869987517
1777478673738460,-40579.90450345338,2079.7168265663486
1777478673748460,-36283.78592017692,1753.8723339770884
1777478673758459,-24741.013281946103,1345.1911593101022
1777478673768462,-13567.576965554836,969.0379621629443
1777478673778462,-3184.0849165886643,531.0716319106065
1777478673788458,9512.517168063812,73.93126651556801
1777478673798461,23609.13831177005,-377.31734300832727
1777478673808462,34465.283594084845,-762.3591224344029
1777478673818461,49814.63209241488,-1258.1104460848267
1777478673828460,68616.82908282129,-1848.6305479649861
1777478673838462,84736.87602304298,-2537.418465124547
1777478673848459,108905.28547825816,-3190.2941938797276
1777478673858456,116564.17759114473,-3774.3484588558886
1777478673868461,138268.9737948143,-4325.248147372351
1777478673878455,157631.15076689786,-4933.239920377099
1777478673888457,163193.34413692617,-5535.974220946972
1777478673898461,169670.30986970777,-6041.87931833471
1777478673908462,189649.25608884598,-6464.266096679213
1777478673918459,219908.25631981093,-6807.318032139362
1777478673928460,224745.30490150207,-7183.318874806814
1777478673938462,232684.87962191162,-7516.278556066723
1777478673948461,231133.8330790813,-7919.761293938771
1777478673958461,254812.16690472033,-8269.267077314682
1777478673968457,286326.8255095078,-8585.028420556
1777478673978446,263140.94516391115,-8860.484439894719
1777478673988462,294881.3505886592,-9112.830409987575
1777478673998462,280430.5609566075,-9340.455501963273
1777478674008457,309807.5070558907,-9543.317795027744
1777478674018459,313676.28195393475,-9780.331249959472
1777478674028462,284328.7291426344,-10025.468134351833
1777478674038458,296673.2556963572,-10244.850716660167
1777478674048459,308586.7087227358,-10528.762018130974
1777478674058462,308465.03911218134,-10789.601129555102
1777478674068462,329558.6691111999,-11034.216299363516
1777478674078461,338468.56089415785,-11248.971362372058
1777478674088462,341036.26394398406,-11432.763216068188
1777478674098444,345548.21774567105,-11623.393507980287
1777478674108462,425084.6329617603,-11682.11074892167
1777478674118425,452023.4139565039,-11741.275920846443
1777478674128423,494454.155339916,-11777.806094619753
1777478674138449,356218.470192536,-11857.627656631537
1777478674148450,357389.4011699557,-12032.261795291299
1777478674158459,351279.67172040546,-12159.953937852244
1777478674168461,343818.0051169055,-12298.623683232514
1777478674178449,335865.6731874343,-12399.92654857192
1777478674188449,332669.033168034,-12291.030071986084
1777478674198428,394846.8424147593,-12140.826007847514
1777478674208459,379381.9725601495,-12063.768638703685
1777478674218446,343782.07130877255,-11910.532095142995
1777478674228458,344265.312575598,-11729.183313541325
1777478674238458,311166.6886093142,-11528.37867771353
1777478674248462,342707.39710418164,-11305.261139934933
1777478674258462,342037.13474249706,-11059.490757937463
1777478674268451,327293.9985706227,-10760.16462298754
1777478674278462,327403.49786194175,-10442.580886079328
1777478674288458,308570.6480719422,-10047.98592095495
1777478674298458,282462.92725199217,-9591.884348425934
1777478674308461,236647.5134144238,-9056.940183292008
1777478674318458,242019.07944244047,-8597.576409566775
1777478674328461,249140.65526022468,-8057.391640436997
1777478674338458,247909.12027402705,-7529.071820398907
1777478674348460,239622.2227285455,-6952.969223495317
1777478674358461,193527.8938060346,-6403.002884027479
1777478674368461,194793.49753480565,-5909.5792974886945
1777478674378459,163506.55397630166,-5390.484965767617
